種番号,和名,学名,属,属（日本語）,科,科（日本語）,目,目（日本語）,亜種
459,ショウドウツバメ,Riparia riparia,RIPARIA,ショウドウツバメ属,HIRUNDINIDAE,ツバメ科,PASSERIFORMES,スズメ目,種
459-1,ショウドウツバメ,Riparia riparia ijimae,RIPARIA,ショウドウツバメ属,HIRUNDINIDAE,ツバメ科,PASSERIFORMES,スズメ目,亜種
460,タイワンショウドウツバメ,Riparia paludicola,RIPARIA,ショウドウツバメ属,HIRUNDINIDAE,ツバメ科,PASSERIFORMES,スズメ目,種
460-1,タイワンショウドウツバメ,Riparia paludicola chinensis,RIPARIA,ショウドウツバメ属,HIRUNDINIDAE,ツバメ科,PASSERIFORMES,スズメ目,亜種
461,リュウキュウツバメ,Hirundo tahitica,HIRUNDO,ツバメ属,HIRUNDINIDAE,ツバメ科,PASSERIFORMES,スズメ目,種
461-1,リュウキュウツバメ,Hirundo tahitica namiyei,HIRUNDO,ツバメ属,HIRUNDINIDAE,ツバメ科,PASSERIFORMES,スズメ目,亜種
462,ツバメ,Hirundo rustica,HIRUNDO,ツバメ属,HIRUNDINIDAE,ツバメ科,PASSERIFORMES,スズメ目,種
462-1,アカハラツバメ,Hirundo rustica saturata,HIRUNDO,ツバメ属,HIRUNDINIDAE,ツバメ科,PASSERIFORMES,スズメ目,亜種
462-2,ツバメ,Hirundo rustica gutturalis,HIRUNDO,ツバメ属,HIRUNDINIDAE,ツバメ科,PASSERIFORMES,スズメ目,亜種
463,イワツバメ,Delichon dasypus,DELICHON,イワツバメ属,HIRUNDINIDAE,ツバメ科,PASSERIFORMES,スズメ目,種
463-1,イワツバメ,Delichon dasypus dasypus,DELICHON,イワツバメ属,HIRUNDINIDAE,ツバメ科,PASSERIFORMES,スズメ目,亜種
464,コシアカツバメ,Cecropis daurica,CECROPIS,コシアカツバメ属,HIRUNDINIDAE,ツバメ科,PASSERIFORMES,スズメ目,種
464-1,コシアカツバメ,Cecropis daurica japonica,CECROPIS,コシアカツバメ属,HIRUNDINIDAE,ツバメ科,PASSERIFORMES,スズメ目,亜種
465,ウグイス,Horornis diphone,HORORNIS,ウグイス属,CETTIIDAE,ウグイス科,PASSERIFORMES,スズメ目,種
465-1,カラフトウグイス,Horornis diphone sakhalinensis,HORORNIS,ウグイス属,CETTIIDAE,ウグイス科,PASSERIFORMES,スズメ目,亜種
465-2,ウグイス,Horornis diphone cantans,HORORNIS,ウグイス属,CETTIIDAE,ウグイス科,PASSERIFORMES,スズメ目,亜種
465-3,ハシナガウグイス,Horornis diphone diphone,HORORNIS,ウグイス属,CETTIIDAE,ウグイス科,PASSERIFORMES,スズメ目,亜種
465-4,ダイトウウグイス,Horornis diphone restricta,HORORNIS,ウグイス属,CETTIIDAE,ウグイス科,PASSERIFORMES,スズメ目,亜種
465-5,リュウキュウウグイス,Horornis diphone riukiuensis,HORORNIS,ウグイス属,CETTIIDAE,ウグイス科,PASSERIFORMES,スズメ目,亜種
466,チョウセンウグイス,Horornis canturians,HORORNIS,ウグイス属,CETTIIDAE,ウグイス科,PASSERIFORMES,スズメ目,種
466-1,チョウセンウグイス,Horornis canturians borealis,HORORNIS,ウグイス属,CETTIIDAE,ウグイス科,PASSERIFORMES,スズメ目,亜種
467,ヤブサメ,Urosphena squameiceps,UROSPHENA,ヤブサメ属,CETTIIDAE,ウグイス科,PASSERIFORMES,スズメ目,種
468,エナガ,Aegithalos caudatus,AEGITHALOS,エナガ属,AEGITHALIDAE,エナガ科,PASSERIFORMES,スズメ目,種
468-1,シマエナガ,Aegithalos caudatus japonicus,AEGITHALOS,エナガ属,AEGITHALIDAE,エナガ科,PASSERIFORMES,スズメ目,亜種
468-2,チョウセンエナガ,Aegithalos caudatus magnus,AEGITHALOS,エナガ属,AEGITHALIDAE,エナガ科,PASSERIFORMES,スズメ目,亜種
468-3,エナガ,Aegithalos caudatus trivirgatus,AEGITHALOS,エナガ属,AEGITHALIDAE,エナガ科,PASSERIFORMES,スズメ目,亜種
468-4,キュウシュウエナガ,Aegithalos caudatus kiusiuensis,AEGITHALOS,エナガ属,AEGITHALIDAE,エナガ科,PASSERIFORMES,スズメ目,亜種
469,モリムシクイ,Phylloscopus sibilatrix,PHYLLOSCOPUS,ムシクイ属,PHYLLOSCOPIDAE,ムシクイ科,PASSERIFORMES,スズメ目,種
470,キマユムシクイ,Phylloscopus inornatus,PHYLLOSCOPUS,ムシクイ属,PHYLLOSCOPIDAE,ムシクイ科,PASSERIFORMES,スズメ目,種
471,シセンムシクイ,Phylloscopus yunnanensis,PHYLLOSCOPUS,ムシクイ属,PHYLLOSCOPIDAE,ムシクイ科,PASSERIFORMES,スズメ目,種
472,カラフトムシクイ,Phylloscopus proregulus,PHYLLOSCOPUS,ムシクイ属,PHYLLOSCOPIDAE,ムシクイ科,PASSERIFORMES,スズメ目,種
473,カラフトムジセッカ,Phylloscopus schwarzi,PHYLLOSCOPUS,ムシクイ属,PHYLLOSCOPIDAE,ムシクイ科,PASSERIFORMES,スズメ目,種
474,ムジセッカ,Phylloscopus fuscatus,PHYLLOSCOPUS,ムシクイ属,PHYLLOSCOPIDAE,ムシクイ科,PASSERIFORMES,スズメ目,種
474-1,ムジセッカ,Phylloscopus fuscatus fuscatus,PHYLLOSCOPUS,ムシクイ属,PHYLLOSCOPIDAE,ムシクイ科,PASSERIFORMES,スズメ目,亜種
475,キタヤナギムシクイ,Phylloscopus trochilus,PHYLLOSCOPUS,ムシクイ属,PHYLLOSCOPIDAE,ムシクイ科,PASSERIFORMES,スズメ目,種
475-1,キタヤナギムシクイ,Phylloscopus trochilus yakutensis,PHYLLOSCOPUS,ムシクイ属,PHYLLOSCOPIDAE,ムシクイ科,PASSERIFORMES,スズメ目,亜種
476,チフチャフ,Phylloscopus collybita,PHYLLOSCOPUS,ムシクイ属,PHYLLOSCOPIDAE,ムシクイ科,PASSERIFORMES,スズメ目,種
476-1,チフチャフ,Phylloscopus collybita tristis,PHYLLOSCOPUS,ムシクイ属,PHYLLOSCOPIDAE,ムシクイ科,PASSERIFORMES,スズメ目,亜種
477,センダイムシクイ,Phylloscopus coronatus,PHYLLOSCOPUS,ムシクイ属,PHYLLOSCOPIDAE,ムシクイ科,PASSERIFORMES,スズメ目,種
478,イイジマムシクイ,Phylloscopus ijimae,PHYLLOSCOPUS,ムシクイ属,PHYLLOSCOPIDAE,ムシクイ科,PASSERIFORMES,スズメ目,種
479,ヤナギムシクイ,Phylloscopus plumbeitarsus,PHYLLOSCOPUS,ムシクイ属,PHYLLOSCOPIDAE,ムシクイ科,PASSERIFORMES,スズメ目,種
480,エゾムシクイ,Phylloscopus borealoides,PHYLLOSCOPUS,ムシクイ属,PHYLLOSCOPIDAE,ムシクイ科,PASSERIFORMES,スズメ目,種
481,アムールムシクイ,Phylloscopus tenellipes,PHYLLOSCOPUS,ムシクイ属,PHYLLOSCOPIDAE,ムシクイ科,PASSERIFORMES,スズメ目,種
482,メボソムシクイ,Phylloscopus xanthodryas,PHYLLOSCOPUS,ムシクイ属,PHYLLOSCOPIDAE,ムシクイ科,PASSERIFORMES,スズメ目,種
483,オオムシクイ,Phylloscopus examinandus,PHYLLOSCOPUS,ムシクイ属,PHYLLOSCOPIDAE,ムシクイ科,PASSERIFORMES,スズメ目,種
484,コムシクイ,Phylloscopus borealis,PHYLLOSCOPUS,ムシクイ属,PHYLLOSCOPIDAE,ムシクイ科,PASSERIFORMES,スズメ目,種
485,オオヨシキリ,Acrocephalus orientalis,ACROCEPHALUS,ヨシキリ属,ACROCEPHALIDAE,ヨシキリ科,PASSERIFORMES,スズメ目,種
486,コヨシキリ,Acrocephalus bistrigiceps,ACROCEPHALUS,ヨシキリ属,ACROCEPHALIDAE,ヨシキリ科,PASSERIFORMES,スズメ目,種
487,スゲヨシキリ,Acrocephalus schoenobaenus,ACROCEPHALUS,ヨシキリ属,ACROCEPHALIDAE,ヨシキリ科,PASSERIFORMES,スズメ目,種
488,マンシュウイナダヨシキリ,Acrocephalus tangorum,ACROCEPHALUS,ヨシキリ属,ACROCEPHALIDAE,ヨシキリ科,PASSERIFORMES,スズメ目,種
489,ヤブヨシキリ,Acrocephalus dumetorum,ACROCEPHALUS,ヨシキリ属,ACROCEPHALIDAE,ヨシキリ科,PASSERIFORMES,スズメ目,種
490,ハシブトオオヨシキリ,Arundinax aedon,ARUNDINAX,ハシブトオオヨシキリ属,ACROCEPHALIDAE,ヨシキリ科,PASSERIFORMES,スズメ目,種
490-1,ハシブトオオヨシキリ,Arundinax aedon rufescens,ARUNDINAX,ハシブトオオヨシキリ属,ACROCEPHALIDAE,ヨシキリ科,PASSERIFORMES,スズメ目,亜種
491,ヒメウタイムシクイ,Iduna caligata,IDUNA,ヒメウタイムシクイ属,ACROCEPHALIDAE,ヨシキリ科,PASSERIFORMES,スズメ目,種
492,エゾセンニュウ,Locustella amnicola,LOCUSTELLA,センニュウ属,LOCUSTELLIDAE,センニュウ科,PASSERIFORMES,スズメ目,種
493,オオセッカ,Locustella pryeri,LOCUSTELLA,センニュウ属,LOCUSTELLIDAE,センニュウ科,PASSERIFORMES,スズメ目,種
493-1,オオセッカ,Locustella pryeri pryeri,LOCUSTELLA,センニュウ属,LOCUSTELLIDAE,センニュウ科,PASSERIFORMES,スズメ目,亜種
494,シベリアセンニュウ,Locustella certhiola,LOCUSTELLA,センニュウ属,LOCUSTELLIDAE,センニュウ科,PASSERIFORMES,スズメ目,種
494-1,シベリアセンニュウ,Locustella certhiola rubescens,LOCUSTELLA,センニュウ属,LOCUSTELLIDAE,センニュウ科,PASSERIFORMES,スズメ目,亜種
495,シマセンニュウ,Locustella ochotensis,LOCUSTELLA,センニュウ属,LOCUSTELLIDAE,センニュウ科,PASSERIFORMES,スズメ目,種
496,ウチヤマセンニュウ,Locustella pleskei,LOCUSTELLA,センニュウ属,LOCUSTELLIDAE,センニュウ科,PASSERIFORMES,スズメ目,種
497,マキノセンニュウ,Locustella lanceolata,LOCUSTELLA,センニュウ属,LOCUSTELLIDAE,センニュウ科,PASSERIFORMES,スズメ目,種
498,セッカ,Cisticola juncidis,CISTICOLA,セッカ属,CISTICOLIDAE,セッカ科,PASSERIFORMES,スズメ目,種
498-1,セッカ,Cisticola juncidis brunniceps,CISTICOLA,セッカ属,CISTICOLIDAE,セッカ科,PASSERIFORMES,スズメ目,亜種
499,コノドジロムシクイ,Curruca curruca,CURRUCA,ノドジロムシクイ属,SYLVIIDAE,ズグロムシクイ科,PASSERIFORMES,スズメ目,種
500,メグロ,Apalopteron familiare,APALOPTERON,メグロ属,ZOSTEROPIDAE,メジロ科,PASSERIFORMES,スズメ目,種
500-1,ムコジマメグロ,Apalopteron familiare familiare,APALOPTERON,メグロ属,ZOSTEROPIDAE,メジロ科,PASSERIFORMES,スズメ目,亜種
500-2,ハハジマメグロ,Apalopteron familiare hahasima,APALOPTERON,メグロ属,ZOSTEROPIDAE,メジロ科,PASSERIFORMES,スズメ目,亜種
501,チョウセンメジロ,Zosterops erythropleurus,ZOSTEROPS,メジロ属,ZOSTEROPIDAE,メジロ科,PASSERIFORMES,スズメ目,種
502,メジロ,Zosterops japonicus,ZOSTEROPS,メジロ属,ZOSTEROPIDAE,メジロ科,PASSERIFORMES,スズメ目,種
502-1,メジロ,Zosterops japonicus japonicus,ZOSTEROPS,メジロ属,ZOSTEROPIDAE,メジロ科,PASSERIFORMES,スズメ目,亜種
502-2,シチトウメジロ,Zosterops japonicus stejnegeri,ZOSTEROPS,メジロ属,ZOSTEROPIDAE,メジロ科,PASSERIFORMES,スズメ目,亜種
502-3,イオウトウメジロ,Zosterops japonicus alani,ZOSTEROPS,メジロ属,ZOSTEROPIDAE,メジロ科,PASSERIFORMES,スズメ目,亜種
502-4,ダイトウメジロ,Zosterops japonicus daitoensis,ZOSTEROPS,メジロ属,ZOSTEROPIDAE,メジロ科,PASSERIFORMES,スズメ目,亜種
502-5,シマメジロ,Zosterops japonicus insularis,ZOSTEROPS,メジロ属,ZOSTEROPIDAE,メジロ科,PASSERIFORMES,スズメ目,亜種
502-6,リュウキュウメジロ,Zosterops japonicus loochooensis,ZOSTEROPS,メジロ属,ZOSTEROPIDAE,メジロ科,PASSERIFORMES,スズメ目,亜種
503,キクイタダキ,Regulus regulus,REGULUS,キクイタダキ属,REGULIDAE,キクイタダキ科,PASSERIFORMES,スズメ目,種
503-1,キクイタダキ,Regulus regulus japonensis,REGULUS,キクイタダキ属,REGULIDAE,キクイタダキ科,PASSERIFORMES,スズメ目,亜種
504,ミソサザイ,Troglodytes troglodytes,TROGLODYTES,ミソサザイ属,TROGLODYTIDAE,ミソサザイ科,PASSERIFORMES,スズメ目,種
504-1,ミソサザイ,Troglodytes troglodytes fumigatus,TROGLODYTES,ミソサザイ属,TROGLODYTIDAE,ミソサザイ科,PASSERIFORMES,スズメ目,亜種
504-2,モスケミソサザイ,Troglodytes troglodytes mosukei,TROGLODYTES,ミソサザイ属,TROGLODYTIDAE,ミソサザイ科,PASSERIFORMES,スズメ目,亜種
504-3,ダイトウミソサザイ,Troglodytes troglodytes orii,TROGLODYTES,ミソサザイ属,TROGLODYTIDAE,ミソサザイ科,PASSERIFORMES,スズメ目,亜種
504-4,オガワミソサザイ,Troglodytes troglodytes ogawae,TROGLODYTES,ミソサザイ属,TROGLODYTIDAE,ミソサザイ科,PASSERIFORMES,スズメ目,亜種
505,ゴジュウカラ,Sitta europaea,SITTA,ゴジュウカラ属,SITTIDAE,ゴジュウカラ科,PASSERIFORMES,スズメ目,種
505-1,シロハラゴジュウカラ,Sitta europaea asiatica,SITTA,ゴジュウカラ属,SITTIDAE,ゴジュウカラ科,PASSERIFORMES,スズメ目,亜種
505-2,ゴジュウカラ,Sitta europaea amurensis,SITTA,ゴジュウカラ属,SITTIDAE,ゴジュウカラ科,PASSERIFORMES,スズメ目,亜種
505-3,キュウシュウゴジュウカラ,Sitta europaea roseilia,SITTA,ゴジュウカラ属,SITTIDAE,ゴジュウカラ科,PASSERIFORMES,スズメ目,亜種
506,キバシリ,Certhia familiaris,CERTHIA,キバシリ属,CERTHIIDAE,キバシリ科,PASSERIFORMES,スズメ目,種
506-1,キタキバシリ,Certhia familiaris daurica,CERTHIA,キバシリ属,CERTHIIDAE,キバシリ科,PASSERIFORMES,スズメ目,亜種
506-2,キバシリ,Certhia familiaris japonica,CERTHIA,キバシリ属,CERTHIIDAE,キバシリ科,PASSERIFORMES,スズメ目,亜種
507,ギンムクドリ,Spodiopsar sericeus,SPODIOPSAR,ムクドリ属,STURNIDAE,ムクドリ科,PASSERIFORMES,スズメ目,種
508,ムクドリ,Spodiopsar cineraceus,SPODIOPSAR,ムクドリ属,STURNIDAE,ムクドリ科,PASSERIFORMES,スズメ目,種
509,シベリアムクドリ,Agropsar sturninus,AGROPSAR,コムクドリ属,STURNIDAE,ムクドリ科,PASSERIFORMES,スズメ目,種
510,コムクドリ,Agropsar philippensis,AGROPSAR,コムクドリ属,STURNIDAE,ムクドリ科,PASSERIFORMES,スズメ目,種
511,カラムクドリ,Sturnia sinensis,STURNIA,カラムクドリ属,STURNIDAE,ムクドリ科,PASSERIFORMES,スズメ目,種
512,バライロムクドリ,Pastor roseus,PASTOR,バライロムクドリ属,STURNIDAE,ムクドリ科,PASSERIFORMES,スズメ目,種
513,ホシムクドリ,Sturnus vulgaris,STURNUS,ホシムクドリ属,STURNIDAE,ムクドリ科,PASSERIFORMES,スズメ目,種
513-1,ホシムクドリ,Sturnus vulgaris poltaratskyi,STURNUS,ホシムクドリ属,STURNIDAE,ムクドリ科,PASSERIFORMES,スズメ目,亜種
514,ハイイロチャツグミ,Catharus minimus,CATHARUS,チャツグミ属,TURDIDAE,ツグミ科,PASSERIFORMES,スズメ目,種
514-1,ハイイロチャツグミ,Catharus minimus aliciae,CATHARUS,チャツグミ属,TURDIDAE,ツグミ科,PASSERIFORMES,スズメ目,亜種
